,0
<http://dbpedia.org/resource/Cagney_&_Lacey>,13
<http://dbpedia.org/resource/Will_Patton>,13
<http://dbpedia.org/resource/Michael_Gough>,13
<http://dbpedia.org/resource/Cumulus_Media>,13
<http://dbpedia.org/resource/East_Tennessee_State_University>,13
"<http://dbpedia.org/resource/Pompano_Beach,_Florida>",13
"<http://dbpedia.org/resource/Galveston_County,_Texas>",13
"<http://dbpedia.org/resource/Muncie,_Indiana>",13
<http://dbpedia.org/resource/University_of_the_Punjab>,13
<http://dbpedia.org/resource/You_Can_Count_On_Me>,13
<http://dbpedia.org/resource/Rocky_V>,13
<http://dbpedia.org/resource/Bea_Benaderet>,13
"<http://dbpedia.org/resource/College_Park,_Maryland>",13
<http://dbpedia.org/resource/Strategic_Simulations>,13
<http://dbpedia.org/resource/Frank_Langella>,13
"<http://dbpedia.org/resource/Burlington,_Iowa>",13
<http://dbpedia.org/resource/Painting>,13
<http://dbpedia.org/resource/Rochdale>,13
"<http://dbpedia.org/resource/Rome,_Georgia>",13
<http://dbpedia.org/resource/Don_McKellar>,13
<http://dbpedia.org/resource/Luke_Wilson>,13
"<http://dbpedia.org/resource/Albany,_Georgia>",13
<http://dbpedia.org/resource/Adelphi_University>,13
<http://dbpedia.org/resource/Lou_Diamond_Phillips>,13
<http://dbpedia.org/resource/Sandra_Bernhard>,13
<http://dbpedia.org/resource/Cynthia_Watros>,13
<http://dbpedia.org/resource/Lowell_High_School_(San_Francisco)>,13
<http://dbpedia.org/resource/Colleen_Dewhurst>,13
<http://dbpedia.org/resource/Sammo_Hung>,13
<http://dbpedia.org/resource/Horace_Mann_School>,13
<http://dbpedia.org/resource/Michael_McKean>,13
<http://dbpedia.org/resource/Eastman_School_of_Music>,13
<http://dbpedia.org/resource/Nintendo_Entertainment_Analysis_&_Development>,13
<http://dbpedia.org/resource/The_Bourne_Supremacy_(film)>,13
<http://dbpedia.org/resource/Baden-Baden>,13
<http://dbpedia.org/resource/San_Francisco_Art_Institute>,13
<http://dbpedia.org/resource/Mike_Figgis>,13
<http://dbpedia.org/resource/Kellie_Martin>,13
"<http://dbpedia.org/resource/New_Castle_County,_Delaware>",13
"<http://dbpedia.org/resource/New_Haven_County,_Connecticut>",13
<http://dbpedia.org/resource/Lloyd_Kaufman>,13
<http://dbpedia.org/resource/Harry_Potter_and_the_Prisoner_of_Azkaban_(film)>,13
<http://dbpedia.org/resource/Julie_Bowen>,13
<http://dbpedia.org/resource/Gary_Dourdan>,13
"<http://dbpedia.org/resource/Kent_County,_Delaware>",13
<http://dbpedia.org/resource/Nicholas_and_Alexandra>,13
<http://dbpedia.org/resource/David_Milch>,13
"<http://dbpedia.org/resource/Lane_County,_Oregon>",13
<http://dbpedia.org/resource/Kari_Wahlgren>,13
<http://dbpedia.org/resource/Spartacus_(film)>,13
<http://dbpedia.org/resource/MTV_Video_Music_Award_for_Best_Pop_Video>,13
<http://dbpedia.org/resource/Western_Michigan_University>,13
"<http://dbpedia.org/resource/Lee_County,_Florida>",13
<http://dbpedia.org/resource/War_of_the_Worlds_(2005_film)>,13
<http://dbpedia.org/resource/Robert_Wagner>,13
<http://dbpedia.org/resource/Kettering>,13
<http://dbpedia.org/resource/Panathinaikos_F.C.>,13
<http://dbpedia.org/resource/John_Boorman>,13
<http://dbpedia.org/resource/Xerez_CD>,13
<http://dbpedia.org/resource/University_of_Buenos_Aires>,13
<http://dbpedia.org/resource/Shelley_Duvall>,13
"<http://dbpedia.org/resource/Ashford,_Kent>",13
<http://dbpedia.org/resource/Larry_Cohen>,13
<http://dbpedia.org/resource/Stacy_Keach>,13
<http://dbpedia.org/resource/Josh_Lucas>,13
<http://dbpedia.org/resource/Trevor_Howard>,13
<http://dbpedia.org/resource/Southern_Illinois_University_Carbondale>,13
<http://dbpedia.org/resource/Colorado_State_University>,13
<http://dbpedia.org/resource/King's_Lynn_and_West_Norfolk>,13
<http://dbpedia.org/resource/Sherbrooke>,13
<http://dbpedia.org/resource/Technische_Universität_München>,13
<http://dbpedia.org/resource/Babe_(film)>,13
<http://dbpedia.org/resource/Blue_Velvet_(film)>,13
<http://dbpedia.org/resource/Hans_Dreier>,13
<http://dbpedia.org/resource/Natsume_(company)>,13
<http://dbpedia.org/resource/L.A._Confidential_(film)>,13
"<http://dbpedia.org/resource/Rockingham_County,_New_Hampshire>",13
<http://dbpedia.org/resource/Werner_Stengel>,13
<http://dbpedia.org/resource/Imperial_Japanese_Army>,13
"<http://dbpedia.org/resource/McLean,_Virginia>",13
<http://dbpedia.org/resource/TV_Tokyo>,13
<http://dbpedia.org/resource/Thilakan>,13
<http://dbpedia.org/resource/Batman_(1989_film)>,13
<http://dbpedia.org/resource/Baghdad>,13
<http://dbpedia.org/resource/Babyface_(musician)>,13
<http://dbpedia.org/resource/Akira_Ishida>,13
<http://dbpedia.org/resource/Theodore_Bikel>,13
<http://dbpedia.org/resource/Brixton>,13
"<http://dbpedia.org/resource/Morgantown,_West_Virginia>",13
<http://dbpedia.org/resource/Robert_Greenhut>,13
<http://dbpedia.org/resource/Paisley>,13
<http://dbpedia.org/resource/University_of_Houston>,13
<http://dbpedia.org/resource/Sikkim>,13
"<http://dbpedia.org/resource/Polk_County,_Florida>",13
<http://dbpedia.org/resource/Dennis_Muren>,13
<http://dbpedia.org/resource/Billy_Elliot>,13
<http://dbpedia.org/resource/Fanny_and_Alexander>,13
<http://dbpedia.org/resource/Mortal_Kombat:_Annihilation>,13
<http://dbpedia.org/resource/Data_East>,13
<http://dbpedia.org/resource/Columbia_University_College_of_Physicians_and_Surgeons>,13
<http://dbpedia.org/resource/Disney_Interactive_Studios>,13
<http://dbpedia.org/resource/Levon_Helm>,13
"<http://dbpedia.org/resource/Mahoning_County,_Ohio>",13
<http://dbpedia.org/resource/Edmund_A._Walsh_School_of_Foreign_Service>,13
"<http://dbpedia.org/resource/Camden_County,_New_Jersey>",13
<http://dbpedia.org/resource/Salisbury>,13
<http://dbpedia.org/resource/Golden_Raspberry_Award_for_Worst_Picture>,13
<http://dbpedia.org/resource/Bill_Withers>,13
<http://dbpedia.org/resource/PFC_Lokomotiv_Plovdiv>,13
<http://dbpedia.org/resource/Arizona_Cardinals>,13
"<http://dbpedia.org/resource/Encino,_Los_Angeles>",13
<http://dbpedia.org/resource/Brian_Posehn>,13
<http://dbpedia.org/resource/Eastern_Cape>,13
<http://dbpedia.org/resource/Shirley_Jones>,13
<http://dbpedia.org/resource/Dan_Schneider_(TV_producer)>,13
<http://dbpedia.org/resource/Stephen_Merchant>,13
<http://dbpedia.org/resource/Alex_Rodriguez>,13
<http://dbpedia.org/resource/Atlantic_Canada>,13
<http://dbpedia.org/resource/Daniel_Wu>,13
<http://dbpedia.org/resource/Sydney_FC>,13
"<http://dbpedia.org/resource/Cache_County,_Utah>",13
<http://dbpedia.org/resource/Fullmetal_Alchemist_the_Movie:_Conqueror_of_Shamballa>,13
<http://dbpedia.org/resource/Melvyn_Douglas>,13
<http://dbpedia.org/resource/Maui>,13
<http://dbpedia.org/resource/Meshell_Ndegeocello>,13
<http://dbpedia.org/resource/Jim_Belushi>,13
<http://dbpedia.org/resource/Alexander_the_Great>,13
"<http://dbpedia.org/resource/Pacific_Palisades,_Los_Angeles>",13
<http://dbpedia.org/resource/Melissa_Joan_Hart>,13
<http://dbpedia.org/resource/Nancy_Pelosi>,13
<http://dbpedia.org/resource/Denizlispor>,13
<http://dbpedia.org/resource/Martin_Clunes>,13
<http://dbpedia.org/resource/Kinsey_(film)>,13
<http://dbpedia.org/resource/Swarthmore_College>,13
<http://dbpedia.org/resource/Phil_Collinson>,13
<http://dbpedia.org/resource/National_Autonomous_University_of_Mexico>,13
<http://dbpedia.org/resource/Yale_Law_School>,13
<http://dbpedia.org/resource/Logan_International_Airport>,13
<http://dbpedia.org/resource/Hertha_BSC>,13
<http://dbpedia.org/resource/A.S._Livorno_Calcio>,13
<http://dbpedia.org/resource/University_of_Zurich>,13
<http://dbpedia.org/resource/Malcolm_David_Kelley>,13
<http://dbpedia.org/resource/Around_the_World_in_80_Days_(1956_film)>,13
<http://dbpedia.org/resource/Milwaukee_Bucks>,13
<http://dbpedia.org/resource/Pepperdine_University>,13
<http://dbpedia.org/resource/Ariel_Sharon>,13
<http://dbpedia.org/resource/Estelle_Harris>,13
<http://dbpedia.org/resource/Harlow>,13
<http://dbpedia.org/resource/Bellshill>,13
<http://dbpedia.org/resource/Grey_DeLisle>,13
<http://dbpedia.org/resource/From_Dusk_till_Dawn>,13
<http://dbpedia.org/resource/Legally_Blonde>,13
<http://dbpedia.org/resource/Hook_(film)>,13
<http://dbpedia.org/resource/Village_Roadshow_Pictures>,13
<http://dbpedia.org/resource/Dino_De_Laurentiis>,13
<http://dbpedia.org/resource/Jon_Polito>,13
"<http://dbpedia.org/resource/Franklin_County,_Massachusetts>",13
<http://dbpedia.org/resource/Life_Is_Beautiful>,13
<http://dbpedia.org/resource/Loyola_Law_School>,13
<http://dbpedia.org/resource/Steven_Epstein_(music_producer)>,13
<http://dbpedia.org/resource/Book_of_Shadows:_Blair_Witch_2>,13
"<http://dbpedia.org/resource/Inyo_County,_California>",13
<http://dbpedia.org/resource/The_Opposite_of_Sex>,13
"<http://dbpedia.org/resource/Clackamas_County,_Oregon>",13
<http://dbpedia.org/resource/Elmore_Leonard>,13
"<http://dbpedia.org/resource/Oklahoma_County,_Oklahoma>",13
<http://dbpedia.org/resource/Lacey_Chabert>,13
"<http://dbpedia.org/resource/Lake_County,_California>",13
<http://dbpedia.org/resource/Stockton-on-Tees>,13
<http://dbpedia.org/resource/Blackburn>,13
"<http://dbpedia.org/resource/Florence,_South_Carolina>",13
<http://dbpedia.org/resource/The_Shining_(film)>,13
"<http://dbpedia.org/resource/Jackson,_Tennessee>",13
<http://dbpedia.org/resource/Vaucluse>,13
<http://dbpedia.org/resource/Wayne's_World_(film)>,13
"<http://dbpedia.org/resource/Imperial_County,_California>",13
<http://dbpedia.org/resource/Mary-Ellis_Bunim>,13
<http://dbpedia.org/resource/Harold_Perrineau>,13
<http://dbpedia.org/resource/Port_Elizabeth>,13
<http://dbpedia.org/resource/Gary_Sinise>,13
<http://dbpedia.org/resource/David_Attenborough>,13
<http://dbpedia.org/resource/Sarnia>,13
"<http://dbpedia.org/resource/Ramsey_County,_Minnesota>",13
<http://dbpedia.org/resource/Santa_Monica_College>,13
"<http://dbpedia.org/resource/Grants_Pass,_Oregon>",13
"<http://dbpedia.org/resource/Wimbledon,_London>",13
<http://dbpedia.org/resource/Serge_Gainsbourg>,13
<http://dbpedia.org/resource/Calendar_Girls>,13
<http://dbpedia.org/resource/Adolph_Green>,13
<http://dbpedia.org/resource/Stepney>,13
<http://dbpedia.org/resource/Peter_Farrelly>,13
<http://dbpedia.org/resource/Ray_Stark>,13
"<http://dbpedia.org/resource/Muskogee,_Oklahoma>",13
<http://dbpedia.org/resource/Frank_Marshall_(producer)>,13
"<http://dbpedia.org/resource/St._Joseph,_Missouri>",13
<http://dbpedia.org/resource/Tuesday_Weld>,13
<http://dbpedia.org/resource/Mongol_invasions_and_conquests>,13
"<http://dbpedia.org/resource/Bucks_County,_Pennsylvania>",13
"<http://dbpedia.org/resource/Beaumont,_Texas>",13
<http://dbpedia.org/resource/John_Houseman>,13
<http://dbpedia.org/resource/Georgia_State_University>,13
<http://dbpedia.org/resource/Teri_Garr>,13
"<http://dbpedia.org/resource/Casper,_Wyoming>",13
<http://dbpedia.org/resource/Eastbourne_Borough_F.C.>,13
<http://dbpedia.org/resource/The_Transformers:_The_Movie>,13
"<http://dbpedia.org/resource/Wichita_Falls,_Texas>",13
<http://dbpedia.org/resource/Saul_Rubinek>,13
<http://dbpedia.org/resource/My_Left_Foot>,13
"<http://dbpedia.org/resource/Marshall,_Texas>",13
<http://dbpedia.org/resource/Leuven>,13
<http://dbpedia.org/resource/PepsiCo>,13
"<http://dbpedia.org/resource/San_Angelo,_Texas>",13
"<http://dbpedia.org/resource/Laredo,_Texas>",13
<http://dbpedia.org/resource/Joan_Bennett>,13
<http://dbpedia.org/resource/Valparaiso_University>,13
<http://dbpedia.org/resource/Al_Green>,13
<http://dbpedia.org/resource/String_instrument>,13
<http://dbpedia.org/resource/Nottingham_Forest_F.C.>,12
<http://dbpedia.org/resource/An_Early_Frost>,12
<http://dbpedia.org/resource/Superman_(1978_film)>,12
<http://dbpedia.org/resource/Bill_Melendez>,12
<http://dbpedia.org/resource/Tony_Todd>,12
<http://dbpedia.org/resource/Fidel_Castro>,12
<http://dbpedia.org/resource/Mamoru_Miyano>,12
<http://dbpedia.org/resource/Batman>,12
<http://dbpedia.org/resource/Versailles_(city)>,12
<http://dbpedia.org/resource/Ferris_Webster>,12
<http://dbpedia.org/resource/Shin-ichiro_Miki>,12
<http://dbpedia.org/resource/Labour_Party_(Norway)>,12
<http://dbpedia.org/resource/Siddique_(actor)>,12
<http://dbpedia.org/resource/Aleppo>,12
<http://dbpedia.org/resource/Van_Heflin>,12
<http://dbpedia.org/resource/Eintracht_Frankfurt>,12
<http://dbpedia.org/resource/Suniel_Shetty>,12
<http://dbpedia.org/resource/Frederick_Zollo>,12
<http://dbpedia.org/resource/BSC_Young_Boys>,12
<http://dbpedia.org/resource/Valencia_CF>,12
<http://dbpedia.org/resource/Maidstone>,12
<http://dbpedia.org/resource/Oaxaca>,12
<http://dbpedia.org/resource/Robert_Clohessy>,12
<http://dbpedia.org/resource/Appleseed_Ex_Machina>,12
<http://dbpedia.org/resource/Asleep_at_the_Wheel>,12
<http://dbpedia.org/resource/Rhodesia>,12
<http://dbpedia.org/resource/Club_Atlas>,12
<http://dbpedia.org/resource/FC_Groningen>,12
<http://dbpedia.org/resource/John_Lutz>,12
<http://dbpedia.org/resource/Kanpur>,12
<http://dbpedia.org/resource/Venice_Film_Festival>,12
<http://dbpedia.org/resource/Dalip_Tahil>,12
<http://dbpedia.org/resource/Knox_College_(Illinois)>,12
<http://dbpedia.org/resource/Takehito_Koyasu>,12
<http://dbpedia.org/resource/Consumer_electronics>,12
<http://dbpedia.org/resource/Lois_Smith>,12
"<http://dbpedia.org/resource/Gadsden,_Alabama>",12
"<http://dbpedia.org/resource/Anniston,_Alabama>",12
"<http://dbpedia.org/resource/Washington_County,_Maine>",12
<http://dbpedia.org/resource/California_College_of_the_Arts>,12
<http://dbpedia.org/resource/AEK_Athens_F.C.>,12
<http://dbpedia.org/resource/Government_College_University_(Lahore)>,12
<http://dbpedia.org/resource/Delft_University_of_Technology>,12
"<http://dbpedia.org/resource/Stearns_County,_Minnesota>",12
<http://dbpedia.org/resource/Helsingborg>,12
<http://dbpedia.org/resource/Israel_Defense_Forces>,12
<http://dbpedia.org/resource/Marci_Klein>,12
<http://dbpedia.org/resource/Bleach:_The_DiamondDust_Rebellion>,12
<http://dbpedia.org/resource/Shiraz>,12
<http://dbpedia.org/resource/West_Bromwich>,12
<http://dbpedia.org/resource/University_of_Tehran>,12
<http://dbpedia.org/resource/Shirley_Temple>,12
<http://dbpedia.org/resource/Cebu>,12
<http://dbpedia.org/resource/AC_Arles-Avignon>,12
<http://dbpedia.org/resource/John_Wells_(filmmaker)>,12
<http://dbpedia.org/resource/Proprietary_software>,12
<http://dbpedia.org/resource/AJ_Auxerre>,12
<http://dbpedia.org/resource/Peter_Cullen>,12
<http://dbpedia.org/resource/Miriam_Margolyes>,12
<http://dbpedia.org/resource/Daniel_Nestor>,12
<http://dbpedia.org/resource/James_Cayne>,12
<http://dbpedia.org/resource/Software>,12
<http://dbpedia.org/resource/Western_Australia>,12
<http://dbpedia.org/resource/Basilicata>,12
<http://dbpedia.org/resource/Jean_Smart>,12
<http://dbpedia.org/resource/Yemen>,12
<http://dbpedia.org/resource/Sylvia_Sidney>,12
<http://dbpedia.org/resource/Bob_Hope>,12
<http://dbpedia.org/resource/Tom_Kenny>,12
<http://dbpedia.org/resource/Brotherhood_of_the_Wolf>,12
"<http://dbpedia.org/resource/Columbia,_Missouri>",12
<http://dbpedia.org/resource/Calgary_Stampeders>,12
<http://dbpedia.org/resource/Toronto_Argonauts>,12
"<http://dbpedia.org/resource/Grafton_County,_New_Hampshire>",12
<http://dbpedia.org/resource/Six-Day_War>,12
<http://dbpedia.org/resource/Architectural_Association_School_of_Architecture>,12
<http://dbpedia.org/resource/The_Shubert_Organization>,12
<http://dbpedia.org/resource/Chrysler>,12
<http://dbpedia.org/resource/Swan_Hunter>,12
<http://dbpedia.org/resource/Eva_Longoria>,12
<http://dbpedia.org/resource/Rockstar_Games>,12
<http://dbpedia.org/resource/University_of_Oslo>,12
<http://dbpedia.org/resource/Antony_Sher>,12
<http://dbpedia.org/resource/Ludwig_Maximilian_University_of_Munich>,12
<http://dbpedia.org/resource/Brent_Spiner>,12
<http://dbpedia.org/resource/Tori_Spelling>,12
<http://dbpedia.org/resource/E._G._Marshall>,12
<http://dbpedia.org/resource/Manisha_Koirala>,12
<http://dbpedia.org/resource/Thomas_Jane>,12
"<http://dbpedia.org/resource/Charlestown,_Boston>",12
<http://dbpedia.org/resource/Allen_Leech>,12
<http://dbpedia.org/resource/The_Troubles>,12
<http://dbpedia.org/resource/Gary_Sheffield>,12
<http://dbpedia.org/resource/Walt_Whitman>,12
<http://dbpedia.org/resource/Lufthansa>,12
<http://dbpedia.org/resource/Ethiopian_Empire>,12
<http://dbpedia.org/resource/Janel_Moloney>,12
<http://dbpedia.org/resource/Olympia_Dukakis>,12
<http://dbpedia.org/resource/Jerry_Belson>,12
<http://dbpedia.org/resource/Milena_Canonero>,12
<http://dbpedia.org/resource/University_of_Otago>,12
<http://dbpedia.org/resource/Pinocchio_(1940_film)>,12
<http://dbpedia.org/resource/Chiapas>,12
<http://dbpedia.org/resource/War_of_the_Spanish_Succession>,12
<http://dbpedia.org/resource/Cleveland_Browns>,12
<http://dbpedia.org/resource/Maggie_Grace>,12
<http://dbpedia.org/resource/Trondheim>,12
<http://dbpedia.org/resource/Joseph_M._Schenck>,12
"<http://dbpedia.org/resource/Morris_County,_New_Jersey>",12
<http://dbpedia.org/resource/Thriller_(genre)>,12
<http://dbpedia.org/resource/Villarreal_CF>,12
<http://dbpedia.org/resource/Jacqueline_Bisset>,12
<http://dbpedia.org/resource/The_Life_Aquatic_with_Steve_Zissou>,12
<http://dbpedia.org/resource/RC_Lens>,12
<http://dbpedia.org/resource/Jessica_Walter>,12
<http://dbpedia.org/resource/Chris_Elliott>,12
<http://dbpedia.org/resource/Josh_Holloway>,12
<http://dbpedia.org/resource/India_Arie>,12
<http://dbpedia.org/resource/Dresden>,12
<http://dbpedia.org/resource/W._Somerset_Maugham>,12
<http://dbpedia.org/resource/Gatineau>,12
<http://dbpedia.org/resource/Victor_Miller_(writer)>,12
<http://dbpedia.org/resource/Adam_Levine>,12
<http://dbpedia.org/resource/Newell's_Old_Boys>,12
<http://dbpedia.org/resource/Robbie_Robertson>,12
<http://dbpedia.org/resource/Roger_Federer>,12
<http://dbpedia.org/resource/Primetime_Emmy_Award_for_Outstanding_Directing_for_a_Comedy_Series>,12
<http://dbpedia.org/resource/Billy_Boyd_(actor)>,12
<http://dbpedia.org/resource/Shriram_Lagoo>,12
<http://dbpedia.org/resource/Electorate_of_Saxony>,12
<http://dbpedia.org/resource/Ray_Allen>,12
<http://dbpedia.org/resource/Aldershot>,12
<http://dbpedia.org/resource/Napoleon_Dynamite>,12
<http://dbpedia.org/resource/Virgin_Interactive>,12
<http://dbpedia.org/resource/Ashish_Vidyarthi>,12
<http://dbpedia.org/resource/Scott_Adsit>,12
<http://dbpedia.org/resource/Carson_Daly>,12
<http://dbpedia.org/resource/Primetime_Emmy_Award_for_Individual_Performance_in_a_Variety_or_Music_Program>,12
<http://dbpedia.org/resource/Susan_Blu>,12
<http://dbpedia.org/resource/Special_Tony_Award>,12
<http://dbpedia.org/resource/Primetime_Emmy_Award_for_Outstanding_Guest_Actress_in_a_Drama_Series>,12
<http://dbpedia.org/resource/Primetime_Emmy_Award_for_Outstanding_Directing_for_a_Drama_Series>,12
<http://dbpedia.org/resource/Liberty_Professionals_F.C.>,12
<http://dbpedia.org/resource/Frank_Spotnitz>,12
"<http://dbpedia.org/resource/Atlantic_County,_New_Jersey>",12
<http://dbpedia.org/resource/Maulik_Pancholy>,12
<http://dbpedia.org/resource/Linus_Pauling>,12
<http://dbpedia.org/resource/Loretta_Young>,12
<http://dbpedia.org/resource/Doris_Roberts>,12
<http://dbpedia.org/resource/Academy_Award_for_Best_Original_Musical>,12
<http://dbpedia.org/resource/Macedonia_(ancient_kingdom)>,12
<http://dbpedia.org/resource/Charles_Rangel>,12
<http://dbpedia.org/resource/Graham_Greene_(actor)>,12
<http://dbpedia.org/resource/Ralph_Bellamy>,12
<http://dbpedia.org/resource/The_Social_Network>,12
<http://dbpedia.org/resource/Southampton_F.C.>,12
<http://dbpedia.org/resource/Lesotho>,12
<http://dbpedia.org/resource/Howl_(2010_film)>,12
<http://dbpedia.org/resource/Alan_Ladd>,12
<http://dbpedia.org/resource/Tranmere_Rovers_F.C.>,12
<http://dbpedia.org/resource/French_First_Republic>,12
<http://dbpedia.org/resource/SNK_Playmore>,12
<http://dbpedia.org/resource/German_Army>,12
<http://dbpedia.org/resource/Matthew_Fox>,12
"<http://dbpedia.org/resource/Rapid_City,_South_Dakota>",12
<http://dbpedia.org/resource/Hepatitis>,12
<http://dbpedia.org/resource/Don't_Be_Afraid_of_the_Dark_(2010_film)>,12
<http://dbpedia.org/resource/Keith_Moon>,12
<http://dbpedia.org/resource/KLM>,12
<http://dbpedia.org/resource/Kim_Stanley_Robinson>,12
"<http://dbpedia.org/resource/Newnham_College,_Cambridge>",12
<http://dbpedia.org/resource/Wilmer_Valderrama>,12
<http://dbpedia.org/resource/The_Barbarian_Invasions>,12
<http://dbpedia.org/resource/The_Descendants>,12
<http://dbpedia.org/resource/Rollins_College>,12
<http://dbpedia.org/resource/Jackie_Robinson>,12
"<http://dbpedia.org/resource/California_State_University,_Los_Angeles>",12
<http://dbpedia.org/resource/Jack_White>,12
<http://dbpedia.org/resource/Saturn_Award_for_Best_Director>,12
<http://dbpedia.org/resource/American_International_Pictures>,12
<http://dbpedia.org/resource/Kumasi>,12
<http://dbpedia.org/resource/FC_Schalke_04>,12
<http://dbpedia.org/resource/Pakistan_Peoples_Party>,12
<http://dbpedia.org/resource/Nelson_Mandela>,12
<http://dbpedia.org/resource/Stephen_Chow>,12
"<http://dbpedia.org/resource/Pembroke_College,_Oxford>",12
<http://dbpedia.org/resource/Wrexham_F.C.>,12
"<http://dbpedia.org/resource/Lady_Margaret_Hall,_Oxford>",12
<http://dbpedia.org/resource/Club_Universidad_Nacional>,12
<http://dbpedia.org/resource/Invictus_(film)>,12
<http://dbpedia.org/resource/Golden_Raspberry_Award_for_Worst_Original_Song>,12
<http://dbpedia.org/resource/Kellogg_School_of_Management>,12
<http://dbpedia.org/resource/Matthew_Perry>,12
<http://dbpedia.org/resource/Laurie_Metcalf>,12
<http://dbpedia.org/resource/Bodyguards_and_Assassins>,12
<http://dbpedia.org/resource/Barney_Miller>,12
<http://dbpedia.org/resource/Costa-Gavras>,12
<http://dbpedia.org/resource/Matthew_Modine>,12
<http://dbpedia.org/resource/Strictly_Ballroom>,12
<http://dbpedia.org/resource/Karl_Urban>,12
<http://dbpedia.org/resource/Vertigo_(DC_Comics)>,12
<http://dbpedia.org/resource/Date_Night>,12
<http://dbpedia.org/resource/Monash_University>,12
<http://dbpedia.org/resource/The_Men_Who_Stare_at_Goats_(film)>,12
<http://dbpedia.org/resource/The_Runaways_(film)>,12
<http://dbpedia.org/resource/Lower_Normandy>,12
<http://dbpedia.org/resource/Colorectal_cancer>,12
<http://dbpedia.org/resource/The_Truman_Show>,12
<http://dbpedia.org/resource/Bladder_cancer>,12
<http://dbpedia.org/resource/Goddard_College>,12
<http://dbpedia.org/resource/The_Fighter>,12
"<http://dbpedia.org/resource/Enid,_Oklahoma>",12
<http://dbpedia.org/resource/Sunderland_A.F.C.>,12
<http://dbpedia.org/resource/EBay>,12
<http://dbpedia.org/resource/Dumfries>,12
<http://dbpedia.org/resource/Batman_Begins>,12
"<http://dbpedia.org/resource/Lon_Chaney,_Jr.>",12
<http://dbpedia.org/resource/Port_Vale_F.C.>,12
<http://dbpedia.org/resource/Spider-Man_(2002_film)>,12
<http://dbpedia.org/resource/The_Flowers_of_War>,12
<http://dbpedia.org/resource/Diana_Krall>,12
<http://dbpedia.org/resource/Kelowna>,12
<http://dbpedia.org/resource/Bath_Iron_Works>,12
<http://dbpedia.org/resource/Chief_financial_officer>,12
<http://dbpedia.org/resource/Green_Bay_Packers>,12
<http://dbpedia.org/resource/Gallipoli_Campaign>,12
<http://dbpedia.org/resource/Seven_Psychopaths>,12
<http://dbpedia.org/resource/Gioachino_Rossini>,12
<http://dbpedia.org/resource/Marley_(film)>,12
<http://dbpedia.org/resource/2012_Toronto_International_Film_Festival>,12
<http://dbpedia.org/resource/Amritsar>,12
<http://dbpedia.org/resource/Aylesbury>,12
<http://dbpedia.org/resource/Mexican_Americans>,12
<http://dbpedia.org/resource/Don_Messick>,12
<http://dbpedia.org/resource/Jill_Clayburgh>,12
<http://dbpedia.org/resource/Hoffa>,12
<http://dbpedia.org/resource/Mansfield>,12
<http://dbpedia.org/resource/Young_Frankenstein>,12
<http://dbpedia.org/resource/John_Mayer>,12
<http://dbpedia.org/resource/Samsung_Electronics>,12
<http://dbpedia.org/resource/Augustine_of_Hippo>,12
<http://dbpedia.org/resource/Think_Like_a_Man>,12
<http://dbpedia.org/resource/Miyagi_Prefecture>,12
<http://dbpedia.org/resource/Eastern_Orthodox_Church>,12
<http://dbpedia.org/resource/Macaulay_Culkin>,12
<http://dbpedia.org/resource/Auto_racing>,12
<http://dbpedia.org/resource/Apache_Software_Foundation>,12
<http://dbpedia.org/resource/Gary_Busey>,12
<http://dbpedia.org/resource/Alien:_Resurrection>,12
<http://dbpedia.org/resource/Jim_Brown>,12
<http://dbpedia.org/resource/University_of_Chicago_Law_School>,12
<http://dbpedia.org/resource/Liberty_University>,12
<http://dbpedia.org/resource/Simon_Baker>,12
<http://dbpedia.org/resource/32nd_Berlin_International_Film_Festival>,12
<http://dbpedia.org/resource/Final_Destination_5>,12
<http://dbpedia.org/resource/Id_Software>,12
<http://dbpedia.org/resource/Beginners>,12
<http://dbpedia.org/resource/Alice_Doesn't_Live_Here_Anymore>,12
<http://dbpedia.org/resource/The_Help_(film)>,12
<http://dbpedia.org/resource/Iowa_State_University>,12
<http://dbpedia.org/resource/University_of_Reading>,12
"<http://dbpedia.org/resource/Roxbury,_Boston>",12
<http://dbpedia.org/resource/California_State_Assembly>,12
<http://dbpedia.org/resource/The_Perks_of_Being_a_Wallflower_(film)>,12
<http://dbpedia.org/resource/Punahou_School>,12
<http://dbpedia.org/resource/A_Separation>,12
<http://dbpedia.org/resource/Stargate_Atlantis>,12
<http://dbpedia.org/resource/Groundhog_Day_(film)>,12
<http://dbpedia.org/resource/Carinthia>,12
<http://dbpedia.org/resource/Wallace_Beery>,12
<http://dbpedia.org/resource/County_Laois>,12
<http://dbpedia.org/resource/Hunter_College>,12
<http://dbpedia.org/resource/Edith_Head>,12
<http://dbpedia.org/resource/We_Have_a_Pope_(film)>,12
<http://dbpedia.org/resource/County_Tipperary>,12
<http://dbpedia.org/resource/Steve_Allen>,12
<http://dbpedia.org/resource/Hilary_and_Jackie>,12
<http://dbpedia.org/resource/A_Simple_Life>,12
<http://dbpedia.org/resource/Houston_Texans>,12
<http://dbpedia.org/resource/Steve_McQueen>,12
<http://dbpedia.org/resource/AS_Monaco_FC>,12
<http://dbpedia.org/resource/Step_Up_Revolution>,12
<http://dbpedia.org/resource/The_Twilight_Saga:_Eclipse>,12
